2006-03-29 13:33:53.661,15.0,0.0159,>
2006-03-29 13:33:54.712,15.0,0.2571,>
2006-03-29 13:33:55.762,5.7433,0.501,>
2006-03-29 13:33:56.872,5.7433,0.6142,>
2006-03-29 13:33:57.912,5.7433,0.7134,>
2006-03-29 13:33:58.952,5.7433,0.8126,>
2006-03-29 13:33:59.992,5.7433,0.9119,>
2006-03-29 13:34:01.022,5.7433,1.0111,>
2006-03-29 13:34:02.072,5.7433,1.1113,>
2006-03-29 13:34:03.102,5.7433,1.2096,>
2006-03-29 13:34:04.152,5.7433,1.3106,>
2006-03-29 13:34:05.182,5.7433,1.4088,>
2006-03-29 13:34:06.222,5.7433,1.5081,>
2006-03-29 13:34:07.272,5.7433,1.6082,>
2006-03-29 13:34:08.312,5.7433,1.7083,>
2006-03-29 13:34:09.352,5.7433,1.8075,>
2006-03-29 13:34:10.382,5.7433,1.9058,>
2006-03-29 13:34:11.422,5.7433,2.0059,>
2006-03-29 13:34:12.472,5.7433,2.1061,>
2006-03-29 13:34:13.512,5.7433,2.2062,>
2006-03-29 13:34:14.572,5.7433,2.3072,>
2006-03-29 13:34:15.592,5.7433,2.4046,>
2006-03-29 13:34:16.632,5.7433,2.5038,>
2006-03-29 13:34:17.672,5.7433,2.6029,>
2006-03-29 13:34:18.712,5.7433,2.7031,>
2006-03-29 13:34:19.742,5.7433,2.8014,>
2006-03-29 13:34:20.782,5.7433,2.9006,>
2006-03-29 13:34:21.832,5.7433,3.0016,>
2006-03-29 13:34:22.872,5.7433,3.1009,>
2006-03-29 13:34:23.912,5.7433,3.2001,>
2006-03-29 13:34:24.942,5.7433,3.2993,>
2006-03-29 13:34:25.982,5.7433,3.3985,>
2006-03-29 13:34:27.022,5.7433,3.4977,>
2006-03-29 13:34:28.072,5.7433,3.5987,>
2006-03-29 13:34:29.112,5.7433,3.6979,>
2006-03-29 13:34:30.142,5.7433,3.7962,>
2006-03-29 13:34:31.192,5.7433,3.8963,>
2006-03-29 13:34:32.232,5.7433,3.9964,>
2006-03-29 13:34:33.272,5.7433,4.0957,>
2006-03-29 13:34:34.312,5.7433,4.1949,>
2006-03-29 13:34:35.342,5.7433,4.2941,>
2006-03-29 13:34:36.382,5.7433,4.3933,>
2006-03-29 13:34:37.422,5.7433,4.4925,>
2006-03-29 13:34:38.472,5.7433,4.5935,>
2006-03-29 13:34:39.512,5.7433,4.6927,>
2006-03-29 13:34:40.552,5.7433,4.7919,>
2006-03-29 13:34:41.592,5.7433,4.8911,>
2006-03-29 13:34:42.632,5.7433,4.9913,>
2006-03-29 13:34:43.672,5.7433,5.0905,>
2006-03-29 13:34:44.702,5.7433,5.1888,>
2006-03-29 13:34:45.742,5.7433,5.2889,>
2006-03-29 13:34:46.832,5.7433,5.3927,>
2006-03-29 13:34:47.902,5.7433,5.4956,>
2006-03-29 13:34:48.972,5.7433,5.5975,>
2006-03-29 13:34:49.982,5.7433,5.694,>
2006-03-29 13:34:51.022,5.7433,5.7932,>
2006-03-29 13:34:52.072,5.7433,5.8942,>
2006-03-29 13:34:53.112,5.7433,5.9934,>
2006-03-29 13:34:54.142,5.7433,6.0918,>
2006-03-29 13:34:55.192,5.7433,6.193,>
2006-03-29 13:34:56.222,0.0547,6.244,>
2006-03-29 13:34:57.272,0.0547,6.245,>
2006-03-29 13:34:58.302,0.0547,6.2459,>
2006-03-29 13:34:59.342,0.0547,6.2468,>
2006-03-29 13:35:00.382,0.0547,6.2478,>
2006-03-29 13:35:01.422,0.0547,6.2487,>
2006-03-29 13:35:02.472,0.0547,6.2497,>
2006-03-29 13:35:03.512,0.0547,6.2506,>
2006-03-29 13:35:04.552,0.0547,6.2516,>
2006-03-29 13:35:05.582,0.0547,6.2525,>
2006-03-29 13:35:06.632,0.0547,6.2535,>
2006-03-29 13:35:07.672,0.0547,6.2544,>
2006-03-29 13:35:08.702,0.0547,6.2553,>
2006-03-29 13:35:09.742,0.0547,6.2563,>
2006-03-29 13:35:10.782,0.0547,6.2573,>
2006-03-29 13:35:11.832,0.0547,6.2582,>
2006-03-29 13:35:12.872,0.0547,6.2592,>
2006-03-29 13:35:13.902,0.0547,6.2601,>
2006-03-29 13:35:14.942,0.0547,6.2611,>
2006-03-29 13:35:15.982,0.0547,6.262,>
2006-03-29 13:35:17.022,0.0547,6.2629,>
2006-03-29 13:35:18.072,0.0547,6.2639,>
2006-03-29 13:35:19.112,0.0547,6.2648,>
2006-03-29 13:35:20.142,0.0547,6.2658,>
2006-03-29 13:35:21.182,0.0547,6.2667,>
2006-03-29 13:35:22.222,0.0547,6.2677,>
2006-03-29 13:35:23.272,0.0547,6.2686,>
2006-03-29 13:35:24.312,0.0547,6.2696,>
2006-03-29 13:35:25.342,0.0547,6.2705,>
2006-03-29 13:35:26.392,0.0547,6.2715,>
2006-03-29 13:35:27.432,0.0547,6.2724,>
2006-03-29 13:35:28.472,0.0547,6.2734,>
2006-03-29 13:35:29.512,0.0547,6.2743,>
2006-03-29 13:35:30.542,0.0547,6.2753,>
2006-03-29 13:35:31.582,0.0547,6.2762,>
2006-03-29 13:35:32.632,0.0547,6.2771,>
2006-03-29 13:35:33.672,0.0547,6.2781,>
2006-03-29 13:35:34.712,0.0547,6.279,>
2006-03-29 13:35:35.752,0.0547,6.28,>
2006-03-29 13:35:36.782,0.0547,6.2809,>
2006-03-29 13:35:37.832,0.0547,6.2819,>
2006-03-29 13:35:38.872,0.0547,6.2829,>
2006-03-29 13:35:39.912,0.0547,6.2838,>
2006-03-29 13:35:40.972,0.0547,6.2847,>
2006-03-29 13:35:41.982,0.0547,6.2857,>
2006-03-29 13:35:43.022,0.0547,6.2866,>
2006-03-29 13:35:44.072,0.0547,6.2876,>
2006-03-29 13:35:45.112,0.0547,6.2885,>
2006-03-29 13:35:46.142,0.0547,6.2895,>
2006-03-29 13:35:47.182,0.0547,6.2904,>
2006-03-29 13:35:48.222,0.0547,6.2914,>
2006-03-29 13:35:49.272,0.0547,6.2923,>
2006-03-29 13:35:50.312,0.0547,6.2933,>
2006-03-29 13:35:51.342,0.0547,6.2942,>
2006-03-29 13:35:52.382,0.0547,6.2951,>
2006-03-29 13:35:53.432,0.0547,6.2961,>
2006-03-29 13:35:54.472,0.0547,6.2971,>
2006-03-29 13:35:55.512,0.0547,6.298,:
2006-03-29 13:35:56.542,0.0547,6.298,:
2006-03-29 13:35:57.592,0.0547,6.298,:
